prop	0.19892534105542897
ounce	0.2834682600922001
face	0.08477330147274609
head	0.14299146523923945
bit	0.25571709010323956
chairman	0.397764131341252
gas	0.1863802574070746
savage	0.09669811018202686
player	0.289293254207566
record	0.35192246213557377
bag	0.1285708945439893
word	0.0998597656194783
part	0.17744354062923007
tip	0.2893547654828987
tree	0.1802267424491384
circle	0.12472752423667882
contemplation	0.065701665606894
land	0.11810904755884014
plane	0.4224439380608524
donkey	0.05361764989325479
fiction	0.17326618356008042
rag	0.32621617595920416
attack	0.1295760193996764
stroke	0.203862813334903
stab	0.3374541939051492
edge	0.17002250224091103
ball	0.228445969219493
risk	0.2505966185727577
relationship	0.13679929311642375
multitude	0.10868057895245857
twist	0.2019672634926175
lass	0.08714025710613293
lane	0.2833494660916046
pin	0.33653903561388393
quilt	0.23815848322524122
graft	0.2937427678057311
thump	0.16316149756052534
