prop	0.5663854509825061
ounce	0.21277777721238478
face	0.34220919247943415
head	0.5079363417541971
bit	0.4896954615048637
chairman	0.3754847361726703
gas	0.49234332722785196
savage	0.2831765146991107
player	0.30104706715623947
record	0.5386370113627883
bag	0.3793541640379042
word	0.3083548087627086
part	0.5486657892689389
tip	0.5860517930734015
contemplation	0.30519701660238613
circle	0.45741631207186023
tree	0.32756787100903834
land	0.3668454690342594
plane	0.43294498386776525
donkey	0.3109810512286429
rag	0.4110517247564649
fiction	0.40373673827435
attack	0.2657914632349247
stroke	0.45496373675305984
stab	0.40775144648333117
edge	0.26804995873132226
ball	0.3840465450495733
risk	0.29277967880404787
multitude	0.37934590807557084
relationship	0.283218708183307
twist	0.47698479375817
lass	0.5269368835229068
lane	0.40055592476541857
pin	0.5955905838634387
quilt	0.2960888784791116
graft	0.390724434287577
thump	0.31838724322761897
