prop	1.0180767088153053
ounce	0.9890685787864764
face	1.013052477405188
head	1.0178749295981502
bit	1.0232745922465583
chairman	1.0344640076315208
gas	0.9906291141772383
savage	1.0139629651609476
player	1.0335385668421888
record	1.0388742234490134
bag	0.1003636619
word	1.002508922049718
part	1.0265832336000278
tip	1.042741551213039
circle	1.0070727943931161
contemplation	1.01444364077488
tree	1.0047064702302984
plane	0.8823475834
land	1.0157097128514967
donkey	1.0005602521935675
rag	0.2765152931
fiction	1.040656965983017
attack	1.0356139640851365
stroke	1.057390820022673
stab	0.4005896829
edge	1.0273691965773626
ball	1.0007929540347207
risk	1.0489358150099357
multitude	1.0357997511121635
relationship	1.011650060259723
twist	1.0035155820723407
lass	1.0307372770414471
lane	1.0458964467325091
pin	1.0016225532125476
quilt	1.0077797979212577
graft	0.5539755971
thump	1.006888390903504
