attack	0.061849826403675645
bag	0.07418063669682594
ball	0.09501437848482051
bit	0.09471663960039617
chairman	0.0
circle	0.15830094673954556
contemplation	0.070838721
donkey	0.10583405750532893
edge	0.1127504899003193
face	0.12878576273765951
fiction	0.0207232682
gas	0.10840620110544076
graft	0.11579135704684936
head	0.12801312107960025
land	0.135124739797143
lane	0.1037200629
lass	0.1398622164429889
multitude	0.04780560781751542
ounce	0.0558043533488723
part	0.11809363009911092
pin	0.11650006439067699
plane	0.07063434529186632
player	0.10833405313008136
prop	0.14554107587793233
quilt	0.1231453661
rag	0.08401534260814217
record	0.13558677879732767
relationship	0.04856340690507562
risk	0.0
savage	0.0968689424
stab	0.08475605476609181
stroke	0.08537787803493464
thump	0.06742725829947263
tip	0.08226801735049061
tree	0.070838721
twist	0.12896452396551766
word	0.12375094455263602
