prop	0.6512072411114012
ounce	0.37137093919209724
face	0.5132695831493611
head	0.5436894783763031
bit	0.539890364779032
chairman	0.45747008116784355
gas	0.5089231511782717
savage	0.3738247871192629
player	0.45761536964644484
record	0.646941054881321
bag	0.4010461158043164
word	0.48942044822870756
part	0.5785053463607621
tip	0.6788987615
contemplation	0.4797641021576526
circle	0.5308319106741216
tree	0.35173271476611084
land	0.4694891914238318
plane	0.4510983169027012
donkey	0.39368512594930094
rag	0.5170570618970886
fiction	0.4542738822958928
attack	0.3963998048641944
stroke	0.5993123920946589
stab	0.42712176747085584
edge	0.45574610484006106
ball	0.472715654138706
risk	0.3547991215774799
multitude	0.4665933214056122
relationship	0.4672112772667893
twist	0.4994056957327283
lass	0.6173800986810416
lane	0.4781493176046735
pin	0.6232886768399089
quilt	0.3326596861421134
graft	0.5175322981974242
thump	0.4039976758067189
