prop	1.0551025404038439
ounce	1.0366231625915512
face	1.017211561021925
head	1.0289097937267537
bit	1.0655985869286553
chairman	1.0769130239968303
gas	1.0513377154618382
savage	1.0199728929494645
player	1.0949991048693168
record	1.1388600979019528
bag	1.0298407780781254
word	1.0206183942021507
part	1.0394175657469455
tip	1.0610859466324256
circle	1.0303930046319394
contemplation	1.0277507641318002
tree	1.022243527086631
plane	1.35831878032737
land	1.0252019907830572
donkey	1.016191144385756
rag	1.0577055303124405
fiction	1.045210311456877
attack	1.0447367973405945
stroke	1.080135665484335
stab	1.058508158470981
edge	1.035984273129778
ball	1.0540723378246606
risk	1.0579126773197456
multitude	1.0527852830037985
relationship	1.0399254104327385
twist	1.023222090344987
lass	1.0408616944127054
lane	1.0601298502521928
pin	1.0566920301574398
quilt	1.048725844089161
graft	1.0409646811811084
thump	1.0289621688438988
